status_id,label,sub_label,fulltext,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'937920226644987904,7,1,Exciting evening with customers and potential customers talking about the future of voice and security with @Vijay_Voice and @pindrop https://t.co/vVEJNntuAa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'937846445855596545,7,1,One of my top predictions for 2018? Voice will be the leading platform and dominate/eat all interfaces. I believe @pindrop is uniquely positioned to lead this trend! Awesome meetings with @BW @bloomberg with @Pindrop CEO @Vijay_Voice https://t.co/EeGduqNomO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'937782488323297280,3,,"Become your best self by committing to daily personal growth. Whether you want to meditate, journal, or learn something new. @thrive #MotivationMonday  https://t.co/DRcvoHccsh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'937773687960346624,7,1,"Valuable insights were shared today btwn startups &amp; VCs from both Silicon Valley &amp; India coming together @Stanford. Startup nations, companies &amp; our countries benefit when we work together to achieve common goals of job creation, innovation, &amp; inclusion for citizens https://t.co/vandB8lH9Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'937756733304291328,7,1,"Insightful discussion with @Umesh_Sachdev &amp; @uniphore leadership team this week. As #ChiefGuru, I?ôm excited to see how this #startup will continue innovating to improve the future of speech technology. https://t.co/jHP9sVPWRn",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'937732555800961024,0,,"I am a big believer in India and its potential for producing globally relevant startups like @uniphore. Happy to announce I will be working with the team as #ChiefGuru moving forward!
https://t.co/WEKSC7vCfZ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'937712508730687488,1,9,"Incredible opportunity to grow a country?ôs GDP, if we promote inclusion across industries &amp; support female entrepreneurs in #startup ecosystem incl. in defense industry. Inspired by conversations I had with @nsitharaman @IvankaTrump &amp; more at #GES2017
 https://t.co/BJSrF4JY4P",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'937703302820745217,8,1,"#oGoLead  members receive access to premium podcasts.  Subscribe today and listen to Ken Langone, co-founder of The Home Depot, share his leadership  journey.  https://t.co/5asrgrs3fm https://t.co/yk2CZJJKZC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'937681363406336000,7,0,Just shared on @SquawkCNBC why at @TupperwareWW we spend our money on R&amp;D and still rely on the power of demonstration when selling our products. Watch my interview here - https://t.co/t0gtMezZyD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'937675026681286658,4,,Susan and I are committed to #RebuildTX after #HurricaneHarvey. Our foundation @MSDF_Foundation will double your donation to @Rebuild_TX through 12/5 up to $1.2M: https://t.co/oINNStvZd4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'937443993289396225,0,,Many Thanks to our great customers and partners and congratulations to our most innovative #VMware team! https://t.co/NVLAo22UyE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'937443251300257793,0,,Thanks @Benioff! We're all powered by @salesforce and proud you are powered by @DellEMC @DellTech too ?????? https://t.co/VP85AsMXtd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'937440504442126337,1,,Work is a verb. Good insights about the future. https://t.co/ocoh7ZxkN0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'937350727269339137,1,,I believe that being an avid learner is the single biggest thing that separates a good leader from a great one.  Download this guide to uncover more helpful tips on how to become an avid learner. -David Novak https://t.co/0or4oEcRjJ https://t.co/d4mxAEPBsk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'936990614268403712,8,1,Want to know one of the secret ingredients to becoming a great leader?  Find out in our blog:  https://t.co/dHrsKBpTCU #Leadership #SecretIngredient https://t.co/QKvrD9BBvN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'936727528592441344,7,1,#USIndia partnership is more important than ever and I'm working with @USISPForum to forge even stronger relationship #USISPF Always come away from my meetings with the @USISPForum team inspired about the future! https://t.co/F1QEIoQDFP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'936726252009930752,7,1,"@NishantMehta97 @IvankaTrump @narendramodi Thank you, I believe greatly in India?ôs future",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'936689619957112832,9,1,Understanding and addressing the reasons behind lower workforce participation from women will help us re-engage these talented potential employees and get one step closer to economic equality. @Inc https://t.co/FJaiDFZ7fV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'936670424175218689,1,,Participated on a panel w/ @IvankaTrump at #GES2017 this week where she represented our country &amp; the strong ties between U.S. &amp; India. The entire global economy will benefit from breaking down barriers for women in the workplace &amp; as entrepreneurs! https://t.co/Un0pXN1IkX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'936670032901185536,7,1,"It was an honor to moderate a #GES2017 panel with tremendous talent. @IvankaTrump, you rock and made all of us proud to be Americans in India! Thank you Prime Minister @narendramodi https://t.co/srmJkd26ud",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'936649691013550094,1,,We bundled our TOP 5 Leadership Guides of 2017. You can download them here for FREE. https://t.co/i3NFs9MJmO https://t.co/Y9rvyVmrgP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'936648059584434176,1,,We bundled our TOP 5 Leadership Guides of 2017. You can download them here for FREE. https://t.co/nCPbhdtPP4 #Leadership #GrowYourself https://t.co/XgwENW79QA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'936378676706447360,3,,@KarenMillerinTO Thank you,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'936378553578524675,3,,@Jeremy_Wright13 You are right and all is well,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'936378406702370817,3,,@StevenShah Unconditional love,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'936378295461072896,10,,@rchakram Thank you,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'936378179295612930,3,,@dbaytj Thank you!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'936378062870065152,3,,"@Chriswenzel Thank you, glad to share the chairman?ôs experience with you",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'936321694410706944,3,,"Through meditation, I am getting myself into a state where I can be a  warrior because I am centered - it helps me to take  the right decisions. via @WSJ &amp; @JoannLublin https://t.co/Ve95h65NmJ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'936292496841302016,9,1,Interesting insight on different behaviors that can help enhance your confidence in the workplace. @Forbes https://t.co/Ox4Bk2IUwA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'936093429318033408,1,9,"Gender equality and startups go hand in hand and can contribute an incremental 3% to GDP growth and job creation. It?ôs a social, moral, economic and productivity issue for all https://t.co/C4MijWkUj3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'935940930489663488,1,,"Emotional Intelligence (EQ) sets successful employees apart and grabs the attention of senior leaders. Interesting fact as, unlike personality, it's something that employees can change and improve. https://t.co/BK4vWnwAJ0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'935935482634137602,1,,"Collaboration &amp; clarity kills confusion, builds trust &amp; enriches passion &amp; purpose- Garry Ridge",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'935877258081964032,1,,Find confidence today to take one more step towards your dreams. #WisdomWednesday https://t.co/adXim6JaOh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'935823765732319232,7,1,@BCCEOClub @DellTech @Linda_Pizzuti @BostonCollege @CityOfBoston Very fun! Thanks for the invite.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'935823392476889089,7,,It was a super event. Thanks to @Linda_Pizzuti @BCCEOClub for the very warm welcome! https://t.co/mIJRNy6r1p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'935788059345457153,0,,Love sharing about the fabulous WD-40 Company Tribe - they rock!! #HRcongress17 #wd40triballife#learningmoment https://t.co/00XnbmSrfd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'935736005105213442,7,1,Had the chance to chat about my 1st investment in an Indian startup with @uniphore &amp; CEO @Umesh_Sachdev with @ShereenBhan in India this week. Great discussion as always! https://t.co/pk8bu75qLb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'935722565980512257,7,1,Great to speak with @ShereenBhan @CNBCTV18Live @TheYoungTurks while I was in India this week. We caught up with a handful of startup founders and discussed strategies to successfully grow and scale young companies. https://t.co/18yeNsRSwJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'935613720650309632,0,,"I  got my start in 1963, when I  used a $5,000 loan from my aunt to open The Limited.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'935610534489219072,0,,"Our #1 best seller, Japanese Cherry Blossom, sells 30.2 million products each year!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'935596913017139200,9,1,Great research by @harvardbiz &amp; @korn_ferry. They uncovered traits &amp; behaviors unique to successful female leaders in order to identify steps companies can take to create a sustainable pipeline of female CEOs. https://t.co/puBg7G4tMO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'935550848171724800,9,8,"Lead2Feed teaches youth to be effective ""givers"" as they feed the need in their communities! Learn more about Lead2Feed and their work at this link. #GivingTuesday https://t.co/htlVDKuYvV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'935521162871869441,9,1,"The post-promotion glass ceiling- @harvardbiz shows newly-promoted women in upper mgmt have unique barriers, incl. being undervalued &amp; excluded from networks. This is why it's important to have proper training, mentorship &amp; a culture that values inclusion. https://t.co/hc1g9lw6KE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'935454530334003200,1,,Jeff Lindeman sharing his learning at the HR Congress in Belgium #hrcongress17 https://t.co/crHeiAryXw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'935311883447320576,1,,"As I said 3 years ago, India is the country to bet on! It's now becoming apparent to everyone. Congrats @narendramodi @PMOIndia on jumping 30 spots in the World Bank's Ease of Doing Business ranking! https://t.co/iSkTdR96dz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'935241318325944322,9,1,"Female investors are looking for some very interesting traits in new entrepreneurs, including the ability to wear failure as a badge of honor. I couldn't agree more. @FortuneMagazine https://t.co/yG2Dm1LXzn",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'935198092109873152,9,1,"Gender inequality is a pressing moral and social issue. There's an incredible opportunity ahead of us if we empower women, promote inclusion across all industries and remove barriers for female entrepreneurs #GES2017 https://t.co/CKZpuaOj1o",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'935143172010737666,1,,"A work culture of well-being won't just foster happy employees, but a productive and profitable company. Here's what we can do to cultivate that culture. @thrive
https://t.co/ghCFY7X5Xf",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'934983577258819584,3,,"@BlastoffLabs Beautiful family, they grow up so fast",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'934871376565071872,10,,@SShikhlinski Yes they do!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'934871252912820224,3,,@mmoazami It is a beautiful course. Glad ur golf game improving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'934864206217842688,1,,"@SShikhlinski Thank you, please call me John. They keep us young!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'934839952382349312,3,,@RGspeak It is fun and very rewarding. Much like dealing with startups.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'934839506305519617,1,," Thank you, they are like startups in many ways, and I love them unconditionally",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'934826569700229120,3,,"I love spending time with family, especially in my favorite vacation location, Hawaii. There is nothing more fulfilling than watching your grandkids develop their curiosity and joy in life. https://t.co/oIZpQmp97r",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'934084181495287809,8,1,"Don't miss this leadership podcast with John ""Spider"" Miller, the 2015 &amp; 2017 captain of the U.S.A. Walker Cup Team. https://t.co/dZeS7vlHcB @USGA @WalkerCup @PGA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'933888357205024770,3,9,Happy thanksgiving from the Shaich Family to your family! https://t.co/Q7lzkU2yuL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'933851864617144320,9,,Happy Thanksgiving!! https://t.co/eDPvX7MH8D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'933717471890169856,9,,"William Arthur Ward also said, ""Feeling gratitude and not expressing it is like wrapping a present and not giving it"", so let's express our gratitude and thankfulness today. #HappyThanksgiving2017#ExpressGratitude #BeThankful https://t.co/vAS7ovRRDF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'933519895353892864,10,,@ZaZa_GOML Thank you for the kind words.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'933472825989586945,1,,"In the not too distant future, if you are making decisions in your organization without machine learning, you are probably doing it wrong
https://t.co/mIDEAfh6jP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'933397972112441344,0,,"Keep your family and friends focused on good company and delicious food, not fingerprints and grime. Use #WD40 to shine stainless steel appliances and remove gunk. https://t.co/uACaejVyf4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'933368655727026176,8,1,Thank you @PBAtlantic for this honor. https://t.co/qyYpyDahV0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'933354585435058176,1,,Every student deserves access to career development support. Did you know   @bgca_clubs has programs to help children of all ages discover their passions &amp; explore their potential? https://t.co/ASzx3xls1R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'933042606887620608,9,1,"""Once you have the power to change the rules of the game, you must do so."" Men   in leadership roles must step up &amp; help dismantle the obstacles keeping women from leadership positions. @cquarles on @Medium https://t.co/v3D4dSSZwq",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'933017282875240448,7,1,France is leading the way for Europe! Now #1 in VC fundraising &amp; 30% incr in startup creation. @EmmanuelMacron @BrunoLeMaire #RDVBercy2017 https://t.co/jVJsObvUwV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'932966632401534976,1,,"Starting a business takes a lot of laborious work but it also includes passion, discipline, humor, optimism, and resilience. Read why: @thrive https://t.co/kkc9C7O31L",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'932959454143942658,1,,"To be the best leader you can be requires heartwiring your leadership. Heartwiring is all about ??becoming a leader who listens to those you lead, cares about them, recognizes them, and acknowledges that every person on your team has value.  https://t.co/Kq7M2TFS6G",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'932937656857591808,7,1,Thank you for having me @BrunoLeMaire at the #RDVBercy2017 to discuss startups and inclusion around the world. https://t.co/INgtGcsoNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'932717704074625026,9,0,Congratulations @DellMedSchool Class of 2021 #DellMed21! https://t.co/HLlnkkPOoF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'932658469999730688,7,1,Amazing how @Numaparis cont. to scale startups &amp; how far companies have come in quality questions &amp; ideas in just 1yr since my last session https://t.co/9gzXXLUMbk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'932335401699856384,1,,"As I said 3 yrs ago France would be the next big thing, today I see it?ôs coming true. Inspired &amp; looking forward to even more tomorrow!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'932279823153750017,8,1,"#oGoLead members receive access to premium podcasts. Subscribe now and listen to Blaine Hurst, President of Panera Bread, share his #leadership journey. https://t.co/gkIKq4BRnh #SubscribeNow https://t.co/voWEyE3Kk2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'932104930990596097,1,, @Cisco Honored to read your post @J_J_E_. I'm sharing many of these same leadership lessons with startups I'm working with today.                                                ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'932104047724724225,1,,"Why I became so bullish on India 3 years ago: potential for growth was exponential &amp; @narendramodi's plan for digitization, startups, inclusion. It's coming true @MorganStanley finds India will continue as leading economy, 10% growth every yr for 10 yrs https://t.co/zuCzyXSiM5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'932038353733562368,10,,@j_n_s You are very funny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'931934335279747072,1,0,"Fascinating look at future of the human-machine partnership @DellTech 
https://t.co/mnrfN31PPx",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'931916526902501376,8,1,The thing you don?ôt want to do when someone expresses doubt is to plow ahead as if it never happened.  Subscribe now and learn Four Steps to Flip the Script on Nay Sayers.  https://t.co/gX6HzhYeOD #oGoLead #SubscribeNow #Leadership https://t.co/A9CaZqOcqD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'931599326870167552,8,1,People want to be recognized! Download this guide and start to transform your team with the power of recognition. https://t.co/FhNaFIMe9b #oGoLead #Leadership #Recognition #Awesome https://t.co/D51sNI83QX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'931559063825006593,8,1,"Remember, the greatest failure is not to try. #learningmoments",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'931539100045365248,8,1,"#oGoLead  members receive access to premium podcasts.  Subscribe today and listen  to Ken Langone, co-founder of The Home Depot, share his leadership  journey. https://t.co/EAglbMmcwg https://t.co/QuOHqzBiKj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'931308439875276802,9,1,.@pgelsinger I completely agree. Big opportunity ahead to advance human progress. https://t.co/IfFP6R1kMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'931267642232631297,8,1,"We are inviting you to get your FREE subscription to oGoLead and enjoy  all the exclusive learning guides, early access podcasts, and more: https://t.co/61s0iN1ajf https://t.co/yBeRx4PbJR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'931253584598933504,10,,"Everyone asks me, what do you look for in a startup &amp; new employees? My answer: do your homework, match your skills to the opportunity &amp; what differentiates you? But it starts with an almost perfect &amp; flawless opening. Read this &amp; look between the lines https://t.co/AwtxxxVEQx",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'931176784476770305,9,1,"We want our female employees to speak up &amp; practice leadership, but are you giving them credit when they do? @HBR reports: https://t.co/9XJ8XJeeJb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'931160971128733696,9,0,Always proud to see @Dell @DellTech on this list https://t.co/ThxqoGLyP5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
