status_id,label,sub_label,fulltext
'498257341385416704,0,,Proud to support @CollegeLaCite with @Dell @Wyse virtual desktop infrastructure and @DellServers #PowerEdge http://t.co/mneOdZ4gxg
'403890122849923072,0,,"@DellSecureWorks Counter Threat Unit investigates the dark marketplace of stolen credit cards, identities, SSN   http://t.co/4nYlJT5VeV"
'509452827979448320,7,0,"Great time with @bkrunner showing off new Venue 8, World's thinnest tablet, 2560x1600 OLED, 3D camera http://t.co/eshkzXchFM"
'517871839826026496,7,9,Congratulations @AongusatDell! Very well deserved @diversityaward and thanks for all your leadership @Dell
'215281910073667585,7,9,Dell promotes world-class programs for women at annual women entrepreneur?? event in India http://t.co/OGL53nG2
'913664539153113088,7,0,Super @DellTech day with @VMware @pivotal @RSAsecurity @virtustream @SecureWorks @DellEMC @boomi @Dell ??????? https://t.co/73aEkOGKcr
'859435060247887872,0,,We're continuing to look for and hiring more great sales people to join our growing team! @DellEMC @DellTech ???? https://t.co/4cC9FCMfCB
'1005130992003084288,9,0,Proud to eliminate plastic straws @Dell globally this summer. #WorldOceansDay https://t.co/Kn6Ol1UXCL
'846151878698250241,6,,Proud that @DellMatchPlay @DellTech supports the great work going on @FirstTeeAustin @TheFirstTee https://t.co/I0KiP1orRW
'844654864525410304,0,,We're looking for and hiring more great sales people to join our growing team! @DellEMC @DellTech https://t.co/4cC9FCMfCB
'941096724092932096,1,,Another amazing @pivotal story. Built for $2M and saves $1M per day. That's massive and instant ROI. I heard similar stories from hundreds of @pivotalcf customers https://t.co/OMLQzsN1KB
'898362246262292480,1,0,Excellent to see! @pivotalcf + @boomi = ???@DellTech ??? https://t.co/lbusbajRqV
'659022480854482945,7,0,Fantastic to be with our #OEM customers and partners! https://t.co/yYlDikO7q8
'836980643921719296,0,,@VMware @AirWatch wins again! Thanks to customers for making us #1! #BetterTogether @Dell @DellTech https://t.co/oEHZN2XAlh
'863794234406686720,7,0,Great interview covering all things @VMware @vmwarensx @pivotal @DellEMC @PGelsinger @CTOAdvisor @furrier @DellTech https://t.co/n2jfCd0wLL
'221939302400135168,0,,gloops Wins the Performance Game with Dell and Fusion-io :: Fusion-io http://t.co/YPtsc76X
'892505924329381888,1,,$100B revenue @ExpressScripts @MrBrianGregory Accelerates innovation @pivotalcf 45 days to provision to 4 hours https://t.co/BFOEx5vKfZ
'519490388831535104,9,,Super thankful for these guys : 2 Japanese and 1 American Share Nobel Prize in Physics for Work on LED Lights http://t.co/ADG0D2JvOK
'400712315013586944,9,1,"Integrating #EMRs &amp; #digital #images is ethical/practical imperative, improving health outcomes http://t.co/ALGeMRDoJz @DrAndyLitt #RSNA13"
'911785191642890240,1,,@rwang0 Thanks @rwang0 and great to be with you today! https://t.co/stoULhevQ7
'339838915966017536,10,,@michaelwmiller @matteastwood Many Thanks! :)
'991527873923051521,7,0,We are honored to host many of our amazing customers at #DellTechWorld this week. Great conversations and insights so far. And much more to come! https://t.co/ilxu1HWJQf
'1040614571462021120,7,1,"Super fun and inspiring week in Europe, 5 cities/5 days. Digital transformation, billions of intelligent, connected things, explosion of data all creating massive opportunity. Huge thanks to all of our customers, partners, @DellTech Team. 
#DellTechForum 
#DellTechnologiesReady https://t.co/FQbQ24e7BH"
'353736786217930753,1,,@Interestedapp This should be interesting
'504978232169750528,0,,New hyper-converged appliances from @Dell + @VMware optimize infrastructure and application delivery http://t.co/jaH7Lv3KDP
'906549824874573826,4,7,Thanks to all participating! @TexasMusicFlood to https://t.co/oINNStvZd4 @MSDF_Foundation https://t.co/utySak9NSJ
'912948705489309698,7,0,Great opportunities and fast growth in ???? @DellTech @Dell @DellEMC @VMware @pivotal https://t.co/cPhcFBznmK
'431962220256174080,10,,@JeffSonnenfeld @dpaller38 @YaleSOM I enjoyed speaking with you today!
'352558518462717952,1,,Scaling to keep up with @GoPro's explosive growth is simple with @Dell @Boomi #EDI http://t.co/kS7CwWvjTS
'465126756442058752,0,,Thank you Senator @InhofePress! #dell30more
'419005611238371329,0,,Thanks to @Skype for being a part of New Beginnings http://t.co/IIg7JejNXP ??
'514527841631748096,7,0,Great last week engaging w/ @Dell customers &amp; partners in EMEA. I left inspired. http://t.co/cu24Ycmktp
'501504467951292416,1,0,http://t.co/uuH7eZCzMR
'499231459832393728,0,,Coach is a Valued Member of The Dell Team - Direct2Dell - Direct2Dell - Dell Community http://t.co/uuH7eZCzMR
'530873507962302464,7,0,Proud to be Guest of the Week (11/7) #DellWorld http://t.co/iO9dQwzikK via @theCUBE
'699399998392242176,1,9,"The next big step in fighting cancer, courtesy of @SAPInMemory @intel and @Dell https://t.co/D8tD69TheA #HIMSS16"
'975186931138080768,0,,First financial statement for @Dell. The one I used to convince my parents that it was OK for me to not go back to college https://t.co/kKuGDsyvYZ
'369544397144072192,9,0,Rajiv Gandhi Cancer Institute found a cure for dealing with too much data in @DellCompellent http://t.co/v0Tmxxoxp1
'1070378725273931781,7,0,Congratulations to our @vmwarevsan team who were recognized by @CRN for industry-leading #Hyperconverged solutions + CRN Product of the Year in Software Defined Storage Category for the 3rd year in a row ??????. @vmwarevsan + @VxRail = ??? https://t.co/kUk5A5KZPD
'481517029589938177,0,,"Congrats to our amazing team, customers, partners! @Dell Exceeds US$800 Billion in Cumulative Revenue since dorm room start!"
'743896047580110848,1,,20 years of gaming. How @Alienware gaming PCs kept their cool #coolgeek https://t.co/WOeTIwSdlR
'889939532191117312,1,0,Well done @mlevchin ?????? https://t.co/xUfBpyisU9
'1111701824149561349,6,,"I'm enjoying the opportunity to meet with @DellTech customers and partners watching the great golfers at @DellMatchPlay this week. ICYMI, we've got four more years of #DellMatchPlay coming! ?????????€????https://t.co/b29kQHKcw1"
'1111261179819843584,0,,The last 35 years have been great fun but we've barely just begun https://t.co/5t5FaVqnFI
'1052226569601736704,7,4,I was inspired to see the great impact you are creating  @Blowhornlog @m1thun5 https://t.co/gjAhW3rND8
'321017542674112512,1,,@bobbygwald Great to meet you too! @DellZach and I had a super time. I'll be back in a few weeks at our @Dell OKC site
'425752136408768512,9,0,"We are very pleased to welcome Clay Johnston, MD, PhD, as the new Dean of @DellMedSchool at @UTAustin. http://t.co/xbwe2n7NDd"
'572785257168146432,1,,What if everything you thought you knew about the music business was completely wrong? http://t.co/UamJuuZBju
'649945090304008192,0,,Thanks @andreazonca @DellServers @SDSC_UCSD. That is beautifu
'927558481267318786,9,0,"SD WAN grows 69% CAGR, replace branch routers, TCO ???, easier to manage, more reliable, scalable @VeloCloud @VMware https://t.co/obYUaGHd2T"
'712684553735839748,6,,WGC #DellMatchPlay Draw Party @ParamountAustin Theatre with terrific @GolfChannel team https://t.co/UHWzg0Se81
'842510016896688128,7,0,Great to welcome our latest acquisition @manywho Steve Wood and Team to @boomi @DellTech family https://t.co/FlhAKwLMhf
'807339146914185216,9,4,"Proud of how our team has come together as 1 company, 1 culture united for our customers. #CultureCode https://t.co/Fi5nue5A6U @DellTech"
'560640671581626368,0,9,Honored to power .Computing the Brain. @FASRC @Harvard @jamesdotcuff Big Data for neuroscience research http://t.co/X9lclDKU5T
'872842746179969025,9,0,.Ocean Plastics: A Problem We Can Solve Together. https://t.co/ZaR9OFmjAu by @MichaelDell on @LinkedIn
'241182836860784641,0,,Dell's XPS 10 Tablet Is What a Laptop/Tablet Hybrid Is Supposed to Look Like http://t.co/CmpxPh1w
'968964392371986432,4,,Significant progress is being made after #HurricaneHarvey to @Rebuild_TX in the affected communities large and small. Many Thanks to all who have contributed! ?? https://t.co/ogzFJhyLa9 via @HoustonChron
'600716585729425408,7,9,Honored to speak @xprize Visioneering 2015 Vision Talk: The Joblessness Problem https://t.co/LbCctPqqfe
'216655874754740224,10,,@capitopolis @verge Looks like 1988
'600692641689284608,9,0,Forget SXSW - Austin's Most Radical New Idea May Be In Medical Education @DellMedSchool http://t.co/YQJ90m1GCb http://t.co/HDx8lbjAuj
'333580295007793153,0,,Dear @SHAQ We made a tablet just for you http://t.co/WDnKWH76ht
'360176620310495232,0,,Please read my open letter to the shareholders of Dell http://t.co/uRHLneVy83
'857293372104613888,9,4,@OKCNM @Dell We remember. Well done @Dell OKC team. #CultureCode in action https://t.co/faEFid0mg6
'700769372986482688,1,,Thanks @DellBigData customers! Statistica now Gartner MQ Leader! https://t.co/FgdYWuubCC https://t.co/HibBcgPjQU
'411969824399446016,10,,"This is a tremendous gift that will open so many worlds of opportunities, it will keep giving for generations!... http://t.co/U1oQ4YX6fs"
'583459441976086528,0,,5 Reasons the Dell XPS 13 is the Most Impressive Laptop We've Seen http://t.co/4FgapxDrdb
'724750557248802816,7,1,Thanks @todd_berrett. Great to be with you and @vchecketts #EMCUtah today
'500800458756083712,9,,#IceBucketChallenge #StrikeOutALS Thank you @jonfortt. Your turn @Benioff @MegWhitman @SamuelLJackson http://t.co/xcX8GEY2uK
'655599167826296833,0,,So excited for #DellWorld ! http://t.co/pKJ9RWRDf9
'734201382882840578,0,,The only thing better than one of these is two of them! https://t.co/YpKQCBDV1T
'481645960343212032,1,0,@Dell Helps Build The UK?? Fastest Academic Supercomputer http://t.co/A35i7p2eDb
'735171306941878273,7,0," Great discussion with @EMCcorp #exSEllence @Dell Round Rock @dunfee16 @AnaVasquezMaya @sakacc, while I'm in China????"
'620295479343984641,0,,Join our winning team of White Hats at @DellSecureWorks Hiring around the world http://t.co/HC0u2DKJgT http://t.co/UCvEDzcuLR
'552883282648375296,10,,@billmcraven Welcome to the 40 Acres. Hook ??m! @utsystem
'898166182540451840,7,1,Looking forward to the biggest and best ever @VMworld with @PGelsinger. We have big news to share ?? See you all there! https://t.co/RWsUTjrw2x
'912815840419921920,9,0,So happy to welcome @BrianKReaves to @DellTech ?? https://t.co/SkF1MqbF1t
'827653319388704768,1,,Totally agree! https://t.co/VB68wANGkt
'1089525533128491009,7,0,"My thanks to all of our @DellTech family as well!
https://t.co/3vD0XgH4lC"
'524398724634533890,1,,@sacca Great to meet you too. An excellent group and fun discussions.
'1096048372794834945,9,,"Wishing a very #HappyValentines Day to all of our customers, partners and team members! ??? May love surround you @DellTech @VMware @DellEMC @pivotal @Secureworks @virtustream @boomi @RSAsecurity @Dell https://t.co/p2h7TvPd0G"
'261849809428811777,1,,Quest Software Expands its Big Data Solution with new Hadoop-centric Software Capabilities for Busin http://t.co/rqEuNwhZ
'1123420917776805888,7,0,"Like @JClarkeatDell said at #DellTechWorld today....The whole point of our Dell Technologies portfolio -- from the edge to the core to the cloud -- is to help our customers innovate, meet these disruptive challenges head on, and win..
https://t.co/0ycJBa0u6r"
'611316771597869056,10,,"Missing my extraordinary friend Jimmy Lee. Has was one of a kind with charisma, smarts &amp; creativity. He helped me and so many other too."
'1107763547096928258,7,,Recently had the opportunity to meet with several students and the amazing @DeborahKennyHVA at @HVAHarlem. I'm inspired by these fiercely independent thinkers and compassionate individuals who will make a meaningful contribution to our society. https://t.co/nSHgCfaoVl
'514829660903837696,0,,Proud to be one of World?? Most Attractive Employers for Engineering and Business students http://t.co/66se6zHUED http://t.co/nIre5stlyH
'465125355460644864,0,,Thank you Senator @KellyAyotte! #dell30more
'411348650950795265,1,,@moiraforbes @SteveForbesCEO So glad you could join us!
'921113313714503680,1,,An awesome list of IT MVPs/super stars. I've had the honor to know and work with most.  https://t.co/ON6F3OMtHT
'514527194681323522,0,,Corporate venturing helps grow entrepreneurs &amp; next billion jobs they??l create. #2030NOW http://t.co/vWa4zrVzKU
'216579529148346368,1,,"Terrific recognition as tech innovator @kaigray CIO of the Year, congrats! Dell grateful for @Carbonite relationship. http://t.co/oMafBpyn"
'603716694318678016,1,,.@Alienware LIVE with Special Guest @JesseCox http://t.co/ihfchX11W2 via @Twitch
'332342396148916224,7,,@kevin_houston @WesAtDell Great to be with you guys in Atlanta today! You're doing awesome. Keep it going :)
'624643133364527104,0,,".@DellServers in more than 55 countries on six continents, growing faster than industry http://t.co/9F8KYzQLKg http://t.co/FB32V0S9i0"
'575448177018474496,0,,Meet the Inspiron 13 7000 Series 2-in-1 Special Edition http://t.co/fW6B7RRnzF
'860183302703108097,0,,@BenedictEvans @martin_casado No. The glasses were so I could see ??
'818642075876896768,1,,"Another example where historical data appreciates in value over time with AI, ML, DL, UL https://t.co/ycYBLmmc8z @pivotal @DellEMC @DellTech"
'531582652285874176,10,,.@bazaarbrett Thanks! Had a blast doing this one :)
'771083880506032128,7,0,"Great to be at #VMworld this week - Thanks @PGelsinger and #VMware customers, partners and team! https://t.co/bb2J2peiNp"
'1111027313410490370,6,,Best part of the day.... Great questions from the kids! ?? @DellMatchPlay https://t.co/SuVuKJM5DZ
'810947395332632576,1,0,Proud to count @ExpressScripts among our hybrid cloud customers https://t.co/VZqKQbgGrP
'730880136686379008,7,1,Nice https://t.co/kjHaIUsDvC
'989246256949219328,4,,.@MSDF_Foundation is proud to support @LGRforCollege and very appreciative of the great work you all are doing for college students from low-income backgrounds https://t.co/P4kptrGncW
'915774421826101249,4,,Thanks @VMware Austin team!! #HoustonStrong #TexasStrong https://t.co/kOAFjXF4mX
'821349758916853761,10,,Fear not the revolving paternoster elevator ?????? https://t.co/isPbWCHBYr
'1053371726183026688,1,,Our @DellTech customers like @TMobile realize cloud is an operating model that exists in many forms. That's why their developers turn to @Pivotal to help deploy apps in a multi-cloud environment. https://t.co/B6SS9TiwXa
'339820714842537986,10,,@momskij Thanks very much! #daac
'610698581029351427,1,0,Proud to power Game of Thrones animations with Dell Precision Workstations http://t.co/Gh9tHogzbf
'789613432026886144,1,0,.@stesonst @DellEMC @AteaASA Looking forward to winning together!
'849755802156093442,9,0,Dell?? ocean plastic venture is open source; competitors are welcome to copy what it is doing. https://t.co/Yxg5yDXfUu
'730421661418151936,7,0,So excited about our new company! @Dell @EMCcorp @VMware @pivotal @SecureWorks @RSAsecurity @virtustream #EMCWORLD https://t.co/UtcGKPYmZW
'332674191679705089,1,,Engineers at Heitkamp in Germany construct a bright future with 30% better IT performance http://t.co/NXisETuxhw
'719318309938663425,1,,"This is a fantastic report from SecureWorks providing insights on how cybercriminals get the tools they use,... https://t.co/1ZDdCxQ90j"
'369976955052896257,1,,@SHerndonFn @FidelityTn Many Thanks Scott!
'368919532343013376,0,,@Edw3rd @JoannMoretti Hardware + Software + Services = Solutions
'861995639604781056,7,0,#DellEMCWorld is underway and bigger and better than ever. A huge thanks to our customers and partners for making the trip! https://t.co/TB83XGyRxi
'472054477604659200,7,0,@AaronAuldDE Thank you for joining us at #DAAC!
'245625826874388482,9,0,Seattle Children?? Hospital saves staff time and improves patient care with Dell Wyse solution http://t.co/XlIPSN7g http://t.co/b86HaQzF
'775523910708191232,0,,Three years ago today.. A great milestone on the journey to what is now #DellTechnologies https://t.co/Zj1jdygM2w https://t.co/xLlyNUaqx9
'666797128052703232,1,,Enjoyed the great questions and discussion! @JRLADetroit @deteconomicclub @DetroitChamber
'921505139600580613,0,,@shekar_ayyar So true
'334366145278787584,0,,@pacnet creates @dell powered CDN across 10 cities in Asia http://t.co/9Hcv0oghVr
'329043774443515905,7,,Thanks @TheFranklin  I really enjoyed my visit with the bright &amp; talented students of SLA.
'531956253602639872,0,,Many thanks to the now over 3 million customer members of our Dell Advantage program! http://t.co/fHwcaQW6m3
'219146834285838336,0,,Happy 25th Birthday to Dell UK! And Many Thanks to all our customers and great team who have helped us build a... http://t.co/tZo3YtKt
'492167633228165122,10,,Texas wins again! http://t.co/bskgpzRJVz
'1028039134101889026,0,,@VMware chooses @DellEMCStorage #XtremIO X2 #AllFlash for the highest performance and data efficiency running @SAPInMemory #HANA 
'523230024153825280,0,,https://t.co/dNI8znVsT6
'282572185153961985,10,, #GetModern https://t.co/gZvo6jJ503
'1093884676194910208,0,,Thanks to the entire best in class family @DellEMCStorage @DellEMCProtect and all of our wicked smart developers and engineers https://t.co/kIil5ocJEi
'879460447870742528,0,,With strong shipments this month we will have completed our 18th quarter in a row gaining share. Thanks to our customers around the world! https://t.co/SwtcwFuS98
'466027277680381952,10,,@rinsana Go private :)
'984952628797943813,1,,"Unlock your data capital, unleashing the power of data ??your most valuable asset ??to fuel your organization?? digital experiences and unlock business insights. https://t.co/PSm52lCoTX https://t.co/xaVHdcW8YG"
'826773241670823936,1,0,@wattersjames @pivotal + @VMware = Amazing
'418259604141637634,9,,Happy New Year! http://t.co/IIg7JejNXP
'725707675162406912,1,0,.@pivotalcf + @vmwarephoton together like PB&amp;J @PGelsinger @robmee https://t.co/UdWKOBvb0b https://t.co/kHQiEKAXvD https://t.co/61uYInNINi
'818967438272249859,0,,The ONE thing both @citrix @XenDesktop and @VMware @VMwareHorizon can agree on! https://t.co/NKX2SV7U3U #CitrixSummit https://t.co/gl381Bs2nf
'969058360250187778,1,0,Regularly hear customers like @comcast @Boeing @HCSC @scotiabank @Allstate @Citi @CoreLogicInc @LibertyMutual and many others describe how they??e achieved 3x and 4x developer productivity with @pivotal @pivotalcf. And we do it @DellTech @vmware too! https://t.co/zxwjSKwnm3
'1052166284723609600,7,1,
'1073308249754124288,0,,"Thanks to our customers, I'm happy to share @IDC Worldwide Enterprise Storage Systems Tracker shows our @DellEMCStorage has delivered its third consecutive quarter of year-over-year share growth. +23% Y/Y revenue growth @JClarkeatDell has more:  
https://t.co/DmVzCM8eyD"
'663477126771929088,9,4,Data-driven education: Why data matters | Blog | Michael &amp; Susan Dell Foundation: https://t.co/HFL32KEPNT via @msdf_foundation
'789068232103604225,0,,"Huge Thanks to our customers, partner and team for making #DellTechnologies #1 in Everything, Now All in One Place #DellEMCWorld https://t.co/WYTVqIuH5Y"
'603334325635973121,9,1,Support entrepreneurs and the jobs they create. Sign the petition for Goal 8. #entrepreneursUNite https://t.co/28tywYTJnl
'794720018244079617,9,,Why Med Schools Are Emphasizing Wellness | Healthcare of Tomorrow @ClayDellMed @DellMedSchool https://t.co/D1tjwfhWHr
'817133019995586560,0,,Thanks to our Customers for making @DellEMCProtect #DataDomain THE leading protection storage https://t.co/w23hadpLBL #1inEVERYTHING https://t.co/MPrA6M3eVg
'789227588023558144,7,0,And this!! :) https://t.co/ELKzMq97AA
'242875587042111488,7,0,@pankajontech Great to see you too. I really enjoyed my visit to Mumbai and had the opportunity to meet with many great customers/partners.
'931160971128733696,9,0,Always proud to see @Dell @DellTech on this list https://t.co/ThxqoGLyP5
'1113900713770463232,0,,"Thank you to all the @LinkedIn users whose actions on the site reveal @DellTech as a #LinkedInTopCompanies where people want to work -- in both the U.S. and Japan! 
https://t.co/v61RcTEtVL"
'961070276275572736,0,,Thanks @LisaSu. We're excited to be partnered with @AMD to enable our customers with @DellEMCServers PowerEdge 14G! https://t.co/W3dOsGeFEf https://t.co/J7jUUjzWa3
'704360252368506880,,,Student-centered learning yields better education outcomes https://t.co/e2fHOBk7vo
'1053385728493682688,9,0,"Thanks @NBGHemployers for the 2018 Best Employers for Healthy Lifestyles award recognizing the work our global team has done making sure @Dell @DellTech helps our team members succeed through wellness. Healthy team = Happy, successful, productive team
https://t.co/mp9MNRupjS"
'377765674329731072,10,,@pepeguerrero777 Very nice! :)
'543194383537807360,0,3,So excited to use our newest monitor! http://t.co/4tzvrsEG0B
'698209028912996352,0,,#XPS15 gets kudos for portability and 4K display-beauty and a beast all in one. https://t.co/E4zrvwnQrf
'1005167842788950016,10,1,@scroth1 @boomi Love the socks on these #futureboomers. @boomi
'797116220218675202,9,,Celebrating Veteran's Day https://t.co/Zc1xv2yDs4
'877605330552672257,9,0,Congratulations @dellchildrens on an amazing first 10 years! https://t.co/Vwq0UNNEa0
'762768958550183936,0,,Congratulations future colleagues @AmbulosGregg and @jburton! #DellTechnologies @EMC_Partners @EMCcorp #DreamTeam
'1022238401574195201,7,1,You??e only as good as your Team: Four Steps to a Winning Culture  https://t.co/EAFI0dmZnc
'958138362845630465,1,,Life on the edge: The era of the cloud?? total dominance is drawing to a close https://t.co/TaMic4osDn via @TheEconomist
'279689055862669312,,,From our great customer event at Dell World this week at Darrell K Royal ??Texas Memorial Stadium http://t.co/jqb6vsob
'431584815519772673,1,,@josephjpeters Study shows for 18-34 year olds Laptop/PC is preferred almost 4 times as much as tablet as primary media for entertainment
'855424605372198916,7,0,@vGazza @Zulfikar_Ramzan Always happy to meet with customers and see @Zulfikar_Ramzan @vGazza @RSAsecurity @DellEMC @DellTech in action! ????
'1046869944061898752,9,0,"Happy 60th birthday to @NASA! Proud that @DellEMCStorage supports their work by helping Washington University archive and access data.
https://t.co/7vW1Yc5SV9"
'601176011942797313,0,,Thanks to our customers in Brazil for making Dell #1! Obrigado! http://t.co/wCwEOEQLNJ
'408383863032127488,10,,@jamesurquhart @Dell Mental Telepathy. You think you want something and it shows up :)
'330312985610448897,0,,5/3/1984 was Day 1 for my start up. Happy 29th birthday Dell! A big thanks to all who've supported us along the way.
'1113940644186214405,0,,"Data is your organization's most valuable asset. That makes the insight from our @DellEMC Global #DataProtection Index valuable, too. Learn from more than 2k IT decision makers across 18 countries and 11 industries: 
https://t.co/34tkt0byfd"
'633268437683302400,1,,Capex to Opex benefits of Public Cloud now available for the Hybrid and Private Cloud
'241242269414461440,0,,Even better video of XPS 12! http://t.co/Funwa2kT
'1057032716321865728,1,,I like @ouraring so much that I decided to invest in the company through my investment firm https://t.co/h9vbQHLGCa
'727638045952876544,7,0,"Thanks @FastCoNews. And today at #EMCWORLD... The journey continues??Happy Birthday @Dell team, and thank you customers and partners!"
'637000389406142464,7,1,.@Boomi Thanks for a great visit today. Super impressive progress! Loved being with you all :)
'463850633238302720,2,,@JudgeCarter Thank you!
'976951747934609408,6,,@erichutto @DellMatchPlay @PGATOUR Great to be with you @erichutto ??
'903985126698311680,4,,Thanks to all who are joining us https://t.co/oINNStvZd4  Please RT to spread word and reach $100 Million goal! ?????????#TexasStrong
'730394346541846528,7,1,Really enjoyed @VMware #RADIO with @PGelsinger and super innovative team. So much new to learn :) https://t.co/aTsAIkSzOH
'920786578548588544,9,0,"Very proud of our strong culture @Dell which embraces, encourages and promotes diversity and inclusion https://t.co/auM2wPCucg"
'1104155025671180291,9,,Proud to welcome our 16th class of @DellScholars https://t.co/X9eYqpHhT3
'733768743621251072,1,,https://t.co/GS4WL79Ui6
'496908834242191360,1,,.@Genesys + @Boomi + @NetSuite = Love and Cloud Success http://t.co/8lnoLgQbjE
'993832909143445504,7,1,Massive and exponential growth in Unstructured Data continues. Learn about the value of #DataCapital from @ManuvirDas @DellEMCStorage #Isilon #DellTechnologiesWorld https://t.co/GS4WL79Ui6
'279683814119337984,7,2,BRT CEOs Letter to the President Re: Smart Reforms and the Fiscal Clif  |  Business Roundtable http://t.co/IJ7mxKAE
'714936557292150785,1,,Congratulations @FutureCrimes. A great book!
'743941041569443840,9,,Wishing everyone a very #HappyFathersDay! https://t.co/wwSavnWfaT
'758129566401658884,0,,Only the best https://t.co/RrGgAdGFni
'274311419707682816,0,9,Big Congratulations to our very own @KarenDellCMO on her very high ranking among Forbes Top 20 Most Social CMOs.  http://t.co/b89k2j73
'514524539661737984,1,,My @unfoundation Global Advocate agenda: pave the way for the world?? entrepreneurs &amp; the next billion jobs they??l create #2030NOW
'340809788881530882,0,,"With every great success there is courage, service and sacrifice. http://t.co/z9LRjRgb4l"
'818889408334004224,9,1,U.S. Small-Business Optimism Index Surges by Most Since 1980 https://t.co/3RiUVHC7e5
'888470038591684609,1,,Congrats @RSA_Archer @RSAsecurity @rohit_ghai IT Cyber Risk Management Leader in 4 Gartner Magic Quadrants @DellTech https://t.co/5D7nVZKG9i
'369545002004672512,9,0,Dreyer Medical Center has more room to grow with @Dell EMR Solution and @DellCompellent http://t.co/XWsWM8gnc0 @DreyerMedical
'1013909711031275521,7,1,Very fun day discussing our future @CNBC @NYSE @DellTech    https://t.co/zHjxjf99Ub https://t.co/PUZTlWACe0
'418466770530205697,0,,Thanks to @Benioff and @salesforce for being a part of New Beginnings http://t.co/IIg7JejNXP
'1055938861287665664,0,,"It's fun to see the places our #DellRugged Latitudes, and our @Dell executives, go with @NatGeo Explorers like Mike Libecki ???? On belay!
https://t.co/3vgidmxBD9"
'578670170182283264,3,,Day 4 still ahead of tough competitor Marc Benioff #dellbeatsbenioff2015 #FitBitForAHA... http://t.co/fuwlqdw7Ut
'600639549585371136,0,,We're hiring thousands of new sales people to support growth @Dell globally. It begins here http://t.co/N6oRgScl4E http://t.co/igoczcGAy0
'865664440200331264,7,1,@virtustream @SAPPHIRENOW Great seeing you all!
'476879722157056001,1,0,@ChrisMcNabb1 @FloydDcosta Thanks! Amazing! @Boomi doing 700+ million cloud integrations in last 30 days! http://t.co/fuEmKF8fhF
'615647122411663360,9,1,.@alexisohanian Thanks for joining our cause. #EntrepreneursUNite for job growth &amp; economic oppty. SIGN: http://t.co/dcDVIDL5XM #DWEN
'1005892270564839424,0,,Thanks to our customers and partners for 41% growth last quarter and making @DellEMC @DellEMCServers once again #1 in revenues and units. New 14G Servers are leading for AI and ML. https://t.co/r6gisN8kcN + We're hiring
'527925442963980288,0,,"Dell Increases US PC Shipments Nearly 20% in Third Quarter, More than Top Two Competitors Combined http://t.co/a4TtQAbjU3"
'625737513022451712,0,,"The Dell XPS 13 Is An Apple MacBook, MacBook Air, And Possibly A MacBook Pro Killer http://t.co/HNtB8OiNCz"
'931934335279747072,1,0,"Fascinating look at future of the human-machine partnership @DellTech 
https://t.co/mnrfN31PPx"
'354227813093609472,10,,@JonMarino Thanks @PearlJam !
'228646670928326656,0,,Join me and @ClintonTweet at http://t.co/R3ejdERR
'476552936558821376,9,0,Honored to partner w/ @UNFoundation to champion issues important to world?? entrepreneurs #GlobalSolutions http://t.co/OheWYwoJxH
'918233635387576330,7,1,Firing up the jet engines of human progress https://t.co/aJk6aGIdRQ
'604066286419582976,1,,.@DellSecureWorks experts... How to Protect Your Medical Records From Malicious Hackers http://t.co/HbheQ3lkfA http://t.co/BgAlfaKFpb
'621159127860047872,1,,Are You Ready for the Classrooms of Tomorrow? http://t.co/gnalpM4F3C
'901595857140596738,7,,Ready https://t.co/koSBG1oyLP
'628724256189325313,1,,"Enjoying reading Nick Bostrom's book .Superintelligence: Paths, Dangers, Strategies.. I've attached one... http://t.co/2x8cavxTMk"
'218806518496243712,0,,I am using the New Dell XPS 14 with Windows 8 and love it! http://t.co/WGIVpdMg
'1093326710030942211,9,0,@RasuShrestha @AtriumHealth @HIMSS @AcademyHealth @nickisnpdx @CfDINH @navicenthealth @GiveAtrium @LGin412 @LindsayDeneault @KLASresearch @aneeshchopra Congratulations! Our @DellTech team looks forward to partnering with your @AtriumHealth team to make yo
'890000134414639104,1,,"Growth trajectory @pivotal + @pivotalcf = Extraordinary. Tip of the spear for Digital Transformation, IoT, Cloud Native Apps ?????@DellTech https://t.co/NtwBI2IW4W"
'520321481574592513,10,,Congratulations @tysoncole and the @UchiAustin Team! Very well deserved! http://t.co/Raj9nhhz19
'933472825989586945,1,,"In the not too distant future, if you are making decisions in your organization without machine learning, you are probably doing it wrong
https://t.co/mIDEAfh6jP"
'496073307871911936,0,,"Thanks @Dell India customers making us #1, rewarding our investments with huge growth much faster than industry http://t.co/nCWce4Lw9y"
'1050447814390501376,9,1,Fun new #BakersHalfDozen series on @DellEMC?? blog. I hear @mattwbaker has already taped the second episode. https://t.co/eazcGjcOeX
'830075409962254336,0,,#DellRugged Laptop = unstoppable! ?????? https://t.co/hy2uTbrOhK
'859897061910745089,0,,"Today is 33rd birthday for Dell. Revenues since inception.. $1 Trillion. Thanks to all our customers, partners and team! The fun continues https://t.co/stpQaTz35m"
'787739104351952896,7,0,"A big Texas welcome to our customers, partners and team arriving in Austin for #DellEMCWorld. We??e glad you??e here! https://t.co/DB1fQkDFC5"
'222115075438280704,9,0,Join us in the fight against pediatric cancer! http://t.co/HMLrtVnN
